"jhi_year","module_name","pedagogy","printing","exam"
2015,"Introduction to Ethics","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Introduction to Ethics","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Introduction to Ethics","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Introduction to Ethics","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Introduction to Ethics","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Introduction to Ethics","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Introduction to Ethics","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Introduction to Ethics","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Africa: Cradle of Christianity","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Africa: Cradle of Christianity","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Africa: Cradle of Christianity","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Africa: Cradle of Christianity","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Africa: Cradle of Christianity","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Africa: Cradle of Christianity","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Africa: Cradle of Christianity","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Africa: Cradle of Christianity","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Africa: Cradle of Christianity","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Africa: Cradle of Christianity","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Africa: Cradle of Christianity","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Africa: Cradle of Christianity","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Working with Children and Young People in Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Working with Children and Young People in Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Working with Children and Young People in Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Working with Children and Young People in Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Working with Children and Young People in Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Working with Children and Young People in Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Working with Children and Young People in Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Working with Children and Young People in Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Working with Children and Young People in Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Working with Children and Young People in Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Working with Children and Young People in Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Working with Children and Young People in Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Moving with the People: The Church in Globalised Cities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Moving with the People: The Church in Globalised Cities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Moving with the People: The Church in Globalised Cities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Moving with the People: The Church in Globalised Cities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Moving with the People: The Church in Globalised Cities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Moving with the People: The Church in Globalised Cities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Moving with the People: The Church in Globalised Cities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Moving with the People: The Church in Globalised Cities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Moving with the People: The Church in Globalised Cities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Moving with the People: The Church in Globalised Cities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Moving with the People: The Church in Globalised Cities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Moving with the People: The Church in Globalised Cities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Worship and Preaching in Diverse Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Worship and Preaching in Diverse Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Worship and Preaching in Diverse Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Worship and Preaching in Diverse Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Worship and Preaching in Diverse Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Worship and Preaching in Diverse Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Worship and Preaching in Diverse Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Worship and Preaching in Diverse Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Worship and Preaching in Diverse Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Worship and Preaching in Diverse Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Worship and Preaching in Diverse Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Worship and Preaching in Diverse Communities","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Developing Faith and Youth Work","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Developing Faith and Youth Work","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Developing Faith and Youth Work","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Developing Faith and Youth Work","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Developing Faith and Youth Work","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Developing Faith and Youth Work","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Developing Faith and Youth Work","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Developing Faith and Youth Work","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Developing Faith and Youth Work","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Developing Faith and Youth Work","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Developing Faith and Youth Work","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Developing Faith and Youth Work","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"The Foundations of New Testament Identities: From Letters to Gospels","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"The Foundations of New Testament Identities: From Letters to Gospels","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"The Foundations of New Testament Identities: From Letters to Gospels","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"The Foundations of New Testament Identities: From Letters to Gospels","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"The Foundations of New Testament Identities: From Letters to Gospels","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"The Foundations of New Testament Identities: From Letters to Gospels","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"The Foundations of New Testament Identities: From Letters to Gospels","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"The Foundations of New Testament Identities: From Letters to Gospels","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"The Foundations of New Testament Identities: From Letters to Gospels","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"The Foundations of New Testament Identities: From Letters to Gospels","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"The Foundations of New Testament Identities: From Letters to Gospels","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"The Foundations of New Testament Identities: From Letters to Gospels","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Life Orientation and Biblical Interpretation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Life Orientation and Biblical Interpretation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Life Orientation and Biblical Interpretation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Life Orientation and Biblical Interpretation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Life Orientation and Biblical Interpretation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Life Orientation and Biblical Interpretation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"Life Orientation and Biblical Interpretation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"Life Orientation and Biblical Interpretation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"Life Orientation and Biblical Interpretation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"Life Orientation and Biblical Interpretation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"Life Orientation and Biblical Interpretation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"Life Orientation and Biblical Interpretation","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"Christianity changed the world","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"Christianity changed the world","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"Christianity changed the world","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"Christianity changed the world","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"Christianity changed the world","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
